sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
780;E308, gamma-Tocopherol, γ-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r17;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
781;E309, delta-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r18;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
782;E310, Propylgallat, Propylgallat, E310;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r19;
783;E311, Octylgallat;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r20;
784;E312, Dodecylgallat, Laurylgallat,;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r21;
785;E315, Isoascorbinsäure, Erythorbinsäure, Isovitamin C;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r23;
786;E316, Natriumisoascorbat, Natriumerythorbat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r24;
787;E319, 2-tert-Butylhydrochinon, tert-;?;Getränke;SIGHI_FoodList_2024-08-29_p28_r25;"175293|Bison, gemahlen, grasgefüttert, roh|Bison, ground, grass-fed, raw ;; 173847|Bison, gemahlen, grasgefüttert, gekocht|Bison, ground, grass-fed, cooked ;; 168763|Süßigkeiten, REESE'S Erdnussbuttertassen|Candies, REESE'S Peanut Butter Cups ;; 168608|Rindfleisch, grasgefüttert, gemahlen, roh|Beef, grass-fed, ground, raw ;; 172790|Blätterteig, tiefgekühlt, fertig zum Backen|Puff pastry, frozen, ready-to-bake"
788;E320, Butylhydroxyanisol, BHA;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r27;
789;E321, Butylhydroxytoluol, Butylhydroxytoluen, BHT;2;Getränke;SIGHI_FoodList_2024-08-29_p28_r28;
790;E322, Lecithine, Lezithine;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r29;
791;E325, Natriumlactat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r30;
792;E326, Kaliumlactat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r31;
793;E327, Calciumlactat, Kalziumlaktat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r32;
794;E330, Citronensäure;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r33;
795;E331, Natriumcitrat, Trinatriumcitrat, Natriumzitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r35;169691|Gelatine-Desserts, Trockenmischung, mit Zusatz von Ascorbinsäure, Natriumcitrat und Salz|Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt
796;E332, Kaliumcitrat;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r37;
797;E333, Calciumcitrat, Tricalciumcitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r38;
798;E334, Weinsäure, 2,3-Dihydroxybernsteinsäure, 2,3-;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r40;
799;E335, Natriumtartrat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r43;
800;E336, Weinsteinbackpulver, Kaliumtartrat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r44;"167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 173429|Ei-Ersatz, Pulver|Egg substitute, powder ;; 171319|Gewürze, Chilipulver|Spices, chili powder ;; 170924|Gewürze, Currypulver|Spices, curry powder"
801;E340, Kaliumphosphate: Kaliumdihydrogenphosphat;1;Getränke;SIGHI_FoodList_2024-08-29_p28_r45;
802;E341, Calciumphosphate:;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r13;
803;E380, Ammoniumcitrat, Triammoniumcitrat,;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r18;
804;E400, Alginsäure, Algin;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r20;
805;E401, Natriumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r21;
806;E402, Natriumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r22;
807;E403, Ammoniumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r23;
808;E404, Calciumalginat, Kalziumalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r24;
809;E405, Alginat, Algin, Propylenglycolalginat;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r25;
810;E406, Agar-Agar;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r26;"169280|Seetang, Agar, roh|Seaweed, agar, raw ;; 170090|Seetang, Agar, getrocknet|Seaweed, agar, dried"
811;E407, E407a, Carrageen, Karrageen;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r27;
812;E410, Johannisbrotkernmehl, Carubin, Carubenmehl;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r28;"169045|Gummen, Samengummis (einschließlich Johannisbrotkernmehl, Guar)|Gums, seed gums (includes locust bean, guar) ;; 2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava"
813;E412, Guarkernmehl;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r30;"2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava ;; 2512372|Mehl, Quinoa|Flour, quinoa"
814;E413, Traganth, Tragant;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r31;
815;E414, Gummi arabicum, Gummiarabikum;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r32;"168771|Kaugummi|Chewing gum ;; 169882|Kaugummi, zuckerfrei|Chewing gum, sugarless ;; 2140298|MERICA MIX GUMMIBONBONS, 'MERICA MIX|'MERICA MIX GUMMI CANDY, 'MERICA MIX ;; 167564|Bonbons, NESTLE, BIT-O'-HONEY Kaugummis|Candies, NESTLE, BIT-O'-HONEY Candy Chews ;; 167989|Bonbons, Gummibonbons, Gelee-Stärke-Stücke|Candies, gumdrops, starch jelly pieces"
816;E415, Xanthan, Xantan, Xanthangummi;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r33;
817;E416, Karaya, Indischer Traganth, Karayagummi,;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r34;171280|Milch, indischer Büffel, flüssig|Milk, indian buffalo, fluid
818;E421, Mannit, Mannitol;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r36;
819;E422, Glycerin, Glycerol, Glyzerin, Propan-1,2,3-triol,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r37;
820;E440, Pektin;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r39;"167682|Pektin, flüssig|Pectin, liquid ;; 168821|Pektin, ungesüßt, Trockenmischung|Pectin, unsweetened, dry mix"
821;E441, Gelatine;1;Getränke;SIGHI_FoodList_2024-08-29_p29_r40;"169599|Gelatine, Trockenpulver, ungesüßt|Gelatins, dry powder, unsweetened ;; 168775|Gelatine-Desserts, Trockenmischung|Gelatin desserts, dry mix ;; 169596|Gelatine-Desserts, Trockenmischung, mit Wasser zubereitet|Gelatin desserts, dry mix, prepared with water ;; 169597|Gelatine-Desserts, Trockenmischung, kalorienreduziert, mit Aspartam|Gelatin desserts, dry mix, reduced calorie, with aspartame ;; 169693|Gelatine-Desserts, Trockenmischung, kalorienreduziert, mit Aspartam, ohne Natriumzusatz|Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium"
822;E452, Polyphosphate: Natrium-, Kalium-,;2;Getränke;SIGHI_FoodList_2024-08-29_p29_r41;"173661|Whiskey Sour Mix, in Flaschen abgefüllt, mit Zusatz von Kalium und Natrium|Whiskey sour mix, bottled, with added potassium and sodium ;; 170242|Pudding, Zitrone, Trockenmischung, normal, mit Zusatz von Öl, Kalium, Natrium|Puddings, lemon, dry mix, regular, with added oil, potassium, sodium ;; 169692|Gelatine-Desserts, Trockenmischung, kalorienreduziert, mit Aspartam, Zusatz von Phosphor, Kalium, Natrium, Vitamin C|Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C ;; 169381|Catsup, natriumarm|Catsup, low sodium ;; 175060|Kekse, Käse, natriumarm|Crackers, cheese, low sodium"
823;E460, Cellulose, Zellulose, mikrokristalline Cellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r43;
824;E461, Methylcellulose, Methylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r45;
825;E462, Ethylcellulose, Ethylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r47;
826;E463, Hydroxypropylcellulose;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r49;
827;E464, Hydroxypropylmethylcellulose, Hypromellose,;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r50;
828;E465, Ethyl Methylcellulose, Ethylmethylcellulose;0;Getränke;SIGHI_FoodList_2024-08-29_p29_r55;
829;E466, Carboxymethylcellulosen, Carmellose;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r13;
830;E500, Natriumcarbonat, Natriumkarbonat, Soda,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r14;"175040|Backtriebmittel, Backsoda|Leavening agents, baking soda ;; 2040083|""HONOLULU BLUE"" CREME SODA|""""HONOLULU BLUE"""" CREAM SODA ;; 1955382|LITE EXPORT LIMONADEN CRACKER, LITE|LITE EXPORT SODAS CRACKERS, LITE ;; 2622181|KALORIENFREIE LIMONADE, ZITRUSFRÜCHTE|ZERO-CALORIE SODA, CITRUS ;; 174842|Getränke, kohlensäurehaltig, Club Soda|Beverages, carbonated, club soda"
831;E500ii, Natron, Natriumhydrogencarbonat,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r17;
832;E501, Kaliumcarbonat, Kaliumkarbonat, Pottasche,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r21;
833;E503, Ammoniumcarbonat, kohlensaures;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r23;
834;E504, Magnesiumcarbonat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r25;
835;E507, Salzsäure, Chlorwasserstoffsäure, acidum;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r26;
836;E579, Eisengluconat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r28;
837;E620, Glutaminsäure, (Glutamat);2;Getränke;SIGHI_FoodList_2024-08-29_p30_r29;
838;E620-E625, Glutamate, Geschmacksverstärker;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r30;
839;E621, Mononatriumglutamat, Natriumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r31;
840;E622, Monokaliumglutamat, Kaliumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r32;
841;E623, Calciumdiglutamat, Calciumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r33;
842;E624, Monoammoniumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r35;
843;E625, Magnesiumdiglutamat, Magnesiumglutamat;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r37;
844;E626, Guanosinmonophosphat, Guanylsäure,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r38;
845;E650, Zinkacetat;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r40;
846;E900, Polydimethylsiloxan, PDMS, Dimeticon,;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r41;
847;E901, Bienenwachs, cera flava, cera alba;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r43;
848;E955, Sucralose;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r44;"168210|Guavennektar, mit Sucralose, in Dosen|Guava nectar, with sucralose, canned ;; 170257|Süßstoffe, Tabletten, Sucralose, SPLENDA-Pakete|Sweeteners, tabletop, sucralose, SPLENDA packets ;; 170673|Süßungsmittel, zum Backen, enthält Zucker und Sucralose|Sweeteners, for baking, contains sugar and sucralose ;; 170672|Süßungsmittel, zum Backen, braun, enthält Zucker und Sucralose|Sweeteners, for baking, brown, contains sugar and sucralose ;; 169117|Pfirsichnektar, in Dosen, mit Sucralose, ohne Zusatz von Ascorbinsäure|Peach nectar, canned, with sucralose, without added ascorbic acid"
849;E960, Steviosid, Steviol-Glykosid;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r45;
850;Eisengluconat, E579;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r46;
851;Eisenoxide, Eisenhydroxide, E172;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r47;
852;Erythrosin, E127;3;Getränke;SIGHI_FoodList_2024-08-29_p30_r48;
853;Essigsäure, E260;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r49;
854;Ethyl Methylcellulose, E465;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r50;
855;Ethylcellulose, Ethylzellulose, Celluloseethylether,;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r51;
856;Ethylparaben, E214, E215;2;Getränke;SIGHI_FoodList_2024-08-29_p30_r53;
857;Flavinmononukleotid, E101a;1;Getränke;SIGHI_FoodList_2024-08-29_p30_r54;
858;Fumarsäure, trans-Butendisäure, E297;?;Getränke;SIGHI_FoodList_2024-08-29_p30_r55;"171033|Öl, pflanzlich, Natreon Raps, hohe Stabilität, nicht trans, hohe Ölsäure (70%)|Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%) ;; 167549|Snacks, Popcorn, in Öl gepoppt, Mikrowelle, normaler Geschmack, ohne Transfette|Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat ;; 170992|Kleinkindnahrung, MEAD JOHNSON, ENFAGROW, Toddler Transitions, mit ARA und DHA, Pulver|Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder ;; 169788|Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soja, Übergänge für Kleinkinder, mit ARA und DHA, Pulver|Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder ;; 168970|Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Übergänge für Kleinkinder, mit ARA und DHA, Pulver|Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler transitions, with ARA and DHA, powder"
859;gamma-Tocopherol, Vitamin E, E308;0;Getränke;SIGHI_FoodList_2024-08-29_p30_r56;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
860;Gelatine E441;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r13;"169599|Gelatine, Trockenpulver, ungesüßt|Gelatins, dry powder, unsweetened ;; 168775|Gelatine-Desserts, Trockenmischung|Gelatin desserts, dry mix ;; 169596|Gelatine-Desserts, Trockenmischung, mit Wasser zubereitet|Gelatin desserts, dry mix, prepared with water ;; 169597|Gelatine-Desserts, Trockenmischung, kalorienreduziert, mit Aspartam|Gelatin desserts, dry mix, reduced calorie, with aspartame ;; 169693|Gelatine-Desserts, Trockenmischung, kalorienreduziert, mit Aspartam, ohne Natriumzusatz|Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium"
861;Gelborange S, E110;3;Getränke;SIGHI_FoodList_2024-08-29_p31_r14;
862;Geschmacksverstärker, E620-E625;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r15;
863;Glutamate, E620-E625;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r16;
864;Glutaminsäure, (Glutamat), E620;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r17;
865;Gluten, Weizenkleber;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r18;"168147|Vitales Weizengluten|Vital wheat gluten ;; 174917|Brot, Eiweiß (enthält Gluten)|Bread, protein (includes gluten) ;; 171859|Kekse, glutenfrei, Zitronenwaffel|Cookies, gluten-free, lemon wafer ;; 168900|Nudeln, glutenfrei, Mais, gekocht|Pasta, gluten-free, corn, cooked ;; 168899|Nudeln, glutenfrei, Mais, trocken|Pasta, gluten-free, corn, dry"
866;Glycerin, Glycerol, Glyzerin, Propan-1,2,3-triol, 1,2,3-;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r19;
867;Gold, E175;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r21;"2685574|Mangold, roh|Collards, raw ;; 170406|Mangold, roh|Collards, raw ;; 168164|Rosinen, golden, kernlos|Raisins, golden, seedless ;; 168211|Kiwis, ZESPRI SunGold, roh|Kiwifruit, ZESPRI SunGold, raw ;; 169991|Mangold, schweizerisch, roh|Chard, swiss, raw"
868;Grün S, E142, Brillantsäuregrün BS, C.I. 44090, C.I. Acid;?;Getränke;SIGHI_FoodList_2024-08-29_p31_r22;"323505|Grünkohl, roh|Kale, raw ;; 168421|Grünkohl, roh|Kale, raw ;; 2346407|Kohl, grün, roh|Cabbage, green, raw ;; 170419|Erbsen, grün, roh|Peas, green, raw ;; 2710823|Spargel, grün, roh|Asparagus, green, raw"
869;Guanosinmonophosphat, Guanylsäure, Guanylat, E626;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r25;
870;Guarkernmehl, Guaran, E412;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r26;"2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava ;; 2512372|Mehl, Quinoa|Flour, quinoa"
871;Gummi arabicum, Gummiarabikum, E414;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r27;"168771|Kaugummi|Chewing gum ;; 169882|Kaugummi, zuckerfrei|Chewing gum, sugarless ;; 2140298|MERICA MIX GUMMIBONBONS, 'MERICA MIX|'MERICA MIX GUMMI CANDY, 'MERICA MIX ;; 167564|Bonbons, NESTLE, BIT-O'-HONEY Kaugummis|Candies, NESTLE, BIT-O'-HONEY Candy Chews ;; 167989|Bonbons, Gummibonbons, Gelee-Stärke-Stücke|Candies, gumdrops, starch jelly pieces"
872;Hexamethylentetramin, Urotropin, Methenamin,;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r28;
873;Holzkohle, Pflanzenkohle, E153;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r30;
874;Hydroxypropylcellulose, E463;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r32;
875;Hydroxypropylmethylcellulose, Hypromellose, E464;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r33;
876;Hypromellose, Hydroxypropylmethylcellulose, E464;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r34;
877;Indigokarmin, Indigocarmin, Indigotin I, E132;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r35;
878;Indischer Traganth, Karayagummi, E416;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r36;171280|Milch, indischer Büffel, flüssig|Milk, indian buffalo, fluid
879;Invertase, E1103;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r37;
880;Isoascorbinsäure, E315;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r38;
881;Johannisbrot, Johannisbrotpulver;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r39;"174114|Getränke, Getränkemischung mit Johannisbrotgeschmack, Pulver|Beverages, Carob-flavor beverage mix, powder ;; 174115|Getränke, Getränkemischung mit Johannisbrotgeschmack, Pulver, zubereitet mit Vollmilch|Beverages, Carob-flavor beverage mix, powder, prepared with whole milk ;; 173755|Johannisbrotmehl|Carob flour ;; 167973|Bonbons, Johannisbrot, ungesüßt|Candies, carob, unsweetened ;; 169045|Gummen, Samengummis (einschließlich Johannisbrotkernmehl, Guar)|Gums, seed gums (includes locust bean, guar)"
882;Johannisbrotkernmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r40;"169045|Gummen, Samengummis (einschließlich Johannisbrotkernmehl, Guar)|Gums, seed gums (includes locust bean, guar) ;; 2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava"
883;Kaftan;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r42;
884;Kaliumacetat, E261;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r43;
885;Kaliumbenzoat, E212;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r44;
886;Kaliumcarbonat, Kaliumkarbonat, E501;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r45;
887;Kaliumcitrat, E332;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r46;
888;Kaliumdisulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r47;
889;Kaliumhydrogensulfit, E228;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r48;
890;Kaliumlactat, E326;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r49;
891;Kaliummetabisulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r50;
892;Kaliumnitrat, Salpeter, Kalisalpeter, Bengalsalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r13;
893;Kaliumnitrit, Salpetrigsaures Kalium, E249;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r15;"174302|Sojaproteinisolat, Typ Kalium|Soy protein isolate, potassium type ;; 170646|Sirupe, Tafelmischungen, Pfannkuchen, mit 2% Ahorn, mit Kaliumzusatz|Syrups, table blends, pancake, with 2% maple, with added potassium ;; 173661|Whiskey Sour Mix, in Flaschen abgefüllt, mit Zusatz von Kalium und Natrium|Whiskey sour mix, bottled, with added potassium and sodium ;; 170242|Pudding, Zitrone, Trockenmischung, normal, mit Zusatz von Öl, Kalium, Natrium|Puddings, lemon, dry mix, regular, with added oil, potassium, sodium ;; 167800|Apfelsaft, in Dosen oder Flaschen, ungesüßt, mit Zusatz von Ascorbinsäure, Calcium und Kalium|Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium"
894;Kaliumphosphate, E340;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r16;
895;Kaliumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r17;
896;Kaliumpropionat, E283;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r18;
897;Kaliumpyrosulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r19;
898;Kaliumsorbat, E202;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r20;
899;Kaliumsulfit, E225;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r21;
900;Kaliumtartrat, E336;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r22;
901;Kalziumacetat, Calciumacetat, Calciumethanoat, E263;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r23;
902;Kalziumalginat, Calciumalginat, E404;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r24;
903;Kalziumglutamat, E623;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r25;
904;Karaya, Karayagummi, Indischer Traganth, E416;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r26;171280|Milch, indischer Büffel, flüssig|Milk, indian buffalo, fluid
905;Karmesin, Azorubin, E122;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r27;
906;Karmin, Cochenille, E120;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r28;
907;Karrageen, Karragheen, E407, E407a;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r29;
908;Karubenmehl, Johannisbrotkernmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r30;"169045|Gummen, Samengummis (einschließlich Johannisbrotkernmehl, Guar)|Gums, seed gums (includes locust bean, guar) ;; 2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava"
909;Kohle, Pflanzenkohle, Holzkohle, E153;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r32;"174854|Getränke, kohlensäurehaltig, orange|Beverages, carbonated, orange ;; 174842|Getränke, kohlensäurehaltig, Club Soda|Beverages, carbonated, club soda ;; 171871|Getränke, kohlensäurehaltig, Root Beer|Beverages, carbonated, root beer ;; 173199|Kohlensäurehaltiges Getränk, Sahnesoda|Carbonated beverage, cream soda ;; 174846|Getränke, kohlensäurehaltig, Ginger Ale|Beverages, carbonated, ginger ale"
